POST,collections/entries/move,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/post-collections-entries-move
POST,collections/entries/remove,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/post-collections-entries-remove
POST,collections/update,https://developer.twitter.com/en/docs/tweets/curate-a-collection/api-reference/post-collections-update
POST,statuses/filter,https://developer.twitter.com/en/docs/tweets/filter-realtime/api-reference/post-statuses-filter
GET,statuses/home_timeline,https://developer.twitter.com/en/docs/tweets/timelines/api-reference/get-statuses-home_timeline
GET,statuses/mentions_timeline,https://developer.twitter.com/en/docs/tweets/timelines/api-reference/get-statuses-mentions_timeline
GET,statuses/user_timeline,https://developer.twitter.com/en/docs/tweets/timelines/api-reference/get-statuses-user_timeline
GET,favorites/list,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/get-favorites-list
GET,statuses/lookup,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/get-statuses-lookup
GET,statuses/oembed,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/get-statuses-oembed
GET,statuses/retweeters/ids,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/get-statuses-retweeters-ids
GET,statuses/retweets/:id,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/get-statuses-retweets-id
GET,statuses/retweets_of_me,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/get-statuses-retweets_of_me
GET,statuses/show/:id,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/get-statuses-show-id
POST,favorites/create,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/post-favorites-create
POST,favorites/destroy,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/post-favorites-destroy
POST,statuses/destroy/:id,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/post-statuses-destroy-id
POST,statuses/retweet/:id,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/post-statuses-retweet-id
POST,statuses/unretweet/:id,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/post-statuses-unretweet-id
